order_id,order_date,customer_id,product,category,region,quantity,unit_price
ORD-20260925-0001,2026-09-25,C1283,Water Bottle,Sports,North,2,13.18
ORD-20260925-0002,2026-09-25,C1404,Water Bottle,Sports,East,3,13.91
ORD-20260925-0003,2026-09-25,C1365,Yoga Mat,Sports,South,1,22.66
ORD-20260925-0004,2026-09-25,C1731,Running Shoes,Sports,North,3,85.12
ORD-20260925-0005,2026-09-25,C1381,Desk Lamp,Office,East,2,27.03
ORD-20260925-0006,2026-09-25,C1960,Green Tea Pack,Grocery,West,2,10.29
ORD-20260925-0007,2026-09-25,C1233,USB-C Charger,Electronics,South,1,20.96
ORD-20260925-0008,2026-09-25,C1406,Laptop Stand,Office,North,2,33.84
ORD-20260925-0009,2026-09-25,C1301,Wireless Earbuds,Electronics,North,1,55.53
ORD-20260925-0010,2026-09-25,C1768,Green Tea Pack,Grocery,West,1,10.31
ORD-20260925-0011,2026-09-25,C1385,Ergonomic Chair,Office,North,3,210.93
ORD-20260925-0012,2026-09-25,C1961,Desk Lamp,Office,North,1,27.97
ORD-20260925-0013,2026-09-25,C1482,USB-C Charger,Electronics,South,2,20.59
ORD-20260925-0014,2026-09-25,C1993,Ergonomic Chair,Office,East,1,215.17
ORD-20260925-0015,2026-09-25,C1961,Desk Lamp,Office,North,2,26.69
ORD-20260925-0016,2026-09-25,C1605,Coffee Beans 1kg,Grocery,South,1,18.14
ORD-20260925-0017,2026-09-25,C1054,Green Tea Pack,Grocery,East,2,10.27
ORD-20260925-0018,2026-09-25,C1404,Wireless Earbuds,Electronics,North,1,54.11
ORD-20260925-0019,2026-09-25,C1582,Coffee Beans 1kg,Grocery,South,1,19.6
ORD-20260925-0020,2026-09-25,C1361,Smart Watch,Electronics,West,1,139.58
ORD-20260925-0021,2026-09-25,C1939,Coffee Beans 1kg,Grocery,West,2,19.02
ORD-20260925-0022,2026-09-25,C1689,Water Bottle,Sports,West,1,14.76
ORD-20260925-0023,2026-09-25,C1999,USB-C Charger,Electronics,West,2,18.32
ORD-20260925-0024,2026-09-25,C1028,Wireless Earbuds,Electronics,South,1,54.29
ORD-20260925-0025,2026-09-25,C1819,Laptop Stand,Office,North,3,34.33
ORD-20260925-0026,2026-09-25,C1310,Water Bottle,Sports,North,1,13.08
ORD-20260925-0027,2026-09-25,C1367,Coffee Beans 1kg,Grocery,South,1,17.07
ORD-20260925-0028,2026-09-25,C1106,Water Bottle,Sports,North,1,15.04
ORD-20260925-0029,2026-09-25,C1003,Water Bottle,Sports,North,1,13.7
ORD-20260925-0030,2026-09-25,C1159,Ergonomic Chair,Office,North,1,200.24
ORD-20260925-0031,2026-09-25,C1045,Wireless Earbuds,Electronics,West,2,62.49
ORD-20260925-0032,2026-09-25,C1179,Laptop Stand,Office,South,3,35.74
ORD-20260925-0033,2026-09-25,C1150,Smart Watch,Electronics,East,2,138.24
ORD-20260925-0034,2026-09-25,C1490,USB-C Charger,Electronics,North,1,19.27
ORD-20260925-0035,2026-09-25,C1015,Smart Watch,Electronics,West,1,144.16
ORD-20260925-0036,2026-09-25,C1847,Running Shoes,Sports,West,3,92.01
ORD-20260925-0037,2026-09-25,C1522,Ergonomic Chair,Office,North,1,214.76
ORD-20260925-0038,2026-09-25,C1362,Coffee Beans 1kg,Grocery,North,1,19.4
ORD-20260925-0039,2026-09-25,C1995,Laptop Stand,Office,East,1,33.63
ORD-20260925-0040,2026-09-25,C1494,Wireless Earbuds,Electronics,North,1,62.97
ORD-20260925-0041,2026-09-25,C1238,Laptop Stand,Office,East,1,35.66
ORD-20260925-0042,2026-09-25,C1897,Laptop Stand,Office,North,2,32.76
ORD-20260925-0043,2026-09-25,C1547,Green Tea Pack,Grocery,West,2,9.33
ORD-20260925-0044,2026-09-25,C1804,Green Tea Pack,Grocery,South,3,9.28
ORD-20260925-0045,2026-09-25,C1589,Desk Lamp,Office,West,1,27.35
ORD-20260925-0046,2026-09-25,C1078,Desk Lamp,Office,East,4,25.14
ORD-20260925-0047,2026-09-25,C1245,Smart Watch,Electronics,West,1,147.61
ORD-20260925-0048,2026-09-25,C1926,Water Bottle,Sports,West,2,13.19
ORD-20260925-0049,2026-09-25,C1509,Yoga Mat,Sports,East,1,24.14
ORD-20260925-0050,2026-09-25,C1001,Coffee Beans 1kg,Grocery,East,1,18.18
ORD-20260925-0051,2026-09-25,C1447,Green Tea Pack,Grocery,North,3,10.26
ORD-20260925-0052,2026-09-25,C1243,Wireless Earbuds,Electronics,North,2,57.01
ORD-20260925-0053,2026-09-25,C1668,Coffee Beans 1kg,Grocery,West,1,17.95
ORD-20260925-0054,2026-09-25,C1098,Coffee Beans 1kg,Grocery,East,2,17.7
ORD-20260925-0055,2026-09-25,C1049,Yoga Mat,Sports,South,2,23.11
ORD-20260925-0056,2026-09-25,C1397,Water Bottle,Sports,West,2,13.37
