order_id,order_date,customer_id,product,category,region,quantity,unit_price
ORD-20260913-0001,2026-09-13,C1534,Water Bottle,Sports,West,2,15.02
ORD-20260913-0002,2026-09-13,C1726,USB-C Charger,Electronics,West,3,18.11
ORD-20260913-0003,2026-09-13,C1482,Water Bottle,Sports,East,1,14.49
ORD-20260913-0004,2026-09-13,C1119,Water Bottle,Sports,East,3,14.08
ORD-20260913-0005,2026-09-13,C1394,Green Tea Pack,Grocery,East,1,9.53
ORD-20260913-0006,2026-09-13,C1574,Running Shoes,Sports,East,2,82.91
ORD-20260913-0007,2026-09-13,C1760,Laptop Stand,Office,West,1,33.88
ORD-20260913-0008,2026-09-13,C1149,Running Shoes,Sports,East,1,81.31
ORD-20260913-0009,2026-09-13,C1170,Ergonomic Chair,Office,East,2,202.07
ORD-20260913-0010,2026-09-13,C1405,Wireless Earbuds,Electronics,North,2,57.34
ORD-20260913-0011,2026-09-13,C1450,Ergonomic Chair,Office,North,1,210.71
ORD-20260913-0012,2026-09-13,C1816,Yoga Mat,Sports,East,1,24.51
ORD-20260913-0013,2026-09-13,C1463,Green Tea Pack,Grocery,South,1,9.94
ORD-20260913-0014,2026-09-13,C1989,Smart Watch,Electronics,West,1,152.55
ORD-20260913-0015,2026-09-13,C1189,Ergonomic Chair,Office,North,1,229.77
ORD-20260913-0016,2026-09-13,C1613,Water Bottle,Sports,South,1,14.38
ORD-20260913-0017,2026-09-13,C1190,Ergonomic Chair,Office,North,1,223.9
ORD-20260913-0018,2026-09-13,C1697,Desk Lamp,Office,North,1,27.85
ORD-20260913-0019,2026-09-13,C1506,Ergonomic Chair,Office,South,1,228.25
ORD-20260913-0020,2026-09-13,C1757,Ergonomic Chair,Office,East,4,208.39
ORD-20260913-0021,2026-09-13,C1572,Laptop Stand,Office,West,2,33.84
ORD-20260913-0022,2026-09-13,C1074,Green Tea Pack,Grocery,East,2,9.92
ORD-20260913-0023,2026-09-13,C1605,Yoga Mat,Sports,South,1,24.11
ORD-20260913-0024,2026-09-13,C1586,Green Tea Pack,Grocery,East,2,9.14
ORD-20260913-0025,2026-09-13,C1004,USB-C Charger,Electronics,North,4,18.34
ORD-20260913-0026,2026-09-13,C1693,Green Tea Pack,Grocery,East,1,10.38
ORD-20260913-0027,2026-09-13,C1247,Green Tea Pack,Grocery,North,2,9.85
ORD-20260913-0028,2026-09-13,C1163,Wireless Earbuds,Electronics,North,2,54.35
ORD-20260913-0029,2026-09-13,C1697,Smart Watch,Electronics,West,1,137.88
ORD-20260913-0030,2026-09-13,C1874,Water Bottle,Sports,West,2,13.22
ORD-20260913-0031,2026-09-13,C1907,Wireless Earbuds,Electronics,East,1,59.55
ORD-20260913-0032,2026-09-13,C1468,Desk Lamp,Office,North,1,26.5
ORD-20260913-0033,2026-09-13,C1262,Laptop Stand,Office,West,2,33.47
ORD-20260913-0034,2026-09-13,C1253,Yoga Mat,Sports,South,4,24.11
ORD-20260913-0035,2026-09-13,C1412,Desk Lamp,Office,East,2,26.48
ORD-20260913-0036,2026-09-13,C1715,Desk Lamp,Office,North,1,27.26
ORD-20260913-0037,2026-09-13,C1939,Desk Lamp,Office,North,1,27.66
ORD-20260913-0038,2026-09-13,C1525,Green Tea Pack,Grocery,South,1,9.27
ORD-20260913-0039,2026-09-13,C1949,Laptop Stand,Office,North,2,32.36
ORD-20260913-0040,2026-09-13,C1265,Laptop Stand,Office,North,2,35.28
ORD-20260913-0041,2026-09-13,C1385,Running Shoes,Sports,East,1,86.78
ORD-20260913-0042,2026-09-13,C1887,Water Bottle,Sports,South,1,13.54
ORD-20260913-0043,2026-09-13,C1389,Running Shoes,Sports,West,1,87.11
ORD-20260913-0044,2026-09-13,C1831,Coffee Beans 1kg,Grocery,East,3,18.06
ORD-20260913-0045,2026-09-13,C1002,Coffee Beans 1kg,Grocery,North,1,18.67
ORD-20260913-0046,2026-09-13,C1006,Running Shoes,Sports,North,1,80.65
ORD-20260913-0047,2026-09-13,C1548,Green Tea Pack,Grocery,West,2,9.71
ORD-20260913-0048,2026-09-13,C1904,Ergonomic Chair,Office,East,2,214.9
ORD-20260913-0049,2026-09-13,C1852,Wireless Earbuds,Electronics,North,1,55.82
ORD-20260913-0050,2026-09-13,C1296,Green Tea Pack,Grocery,North,2,9.11
ORD-20260913-0051,2026-09-13,C1373,Wireless Earbuds,Electronics,South,1,56.78
ORD-20260913-0052,2026-09-13,C1676,Water Bottle,Sports,South,2,13.9
ORD-20260913-0053,2026-09-13,C1531,Yoga Mat,Sports,West,2,24.4
ORD-20260913-0054,2026-09-13,C1824,Coffee Beans 1kg,Grocery,West,1,17.07
ORD-20260913-0055,2026-09-13,C1921,Ergonomic Chair,Office,West,2,229.45
ORD-20260913-0056,2026-09-13,C1324,Smart Watch,Electronics,South,1,137.03
ORD-20260913-0057,2026-09-13,C1296,Green Tea Pack,Grocery,East,4,9.65
ORD-20260913-0058,2026-09-13,C1479,Laptop Stand,Office,South,1,34.42
ORD-20260913-0059,2026-09-13,C1143,Water Bottle,Sports,East,1,14.18
ORD-20260913-0060,2026-09-13,C1013,Coffee Beans 1kg,Grocery,East,1,18.05
ORD-20260913-0061,2026-09-13,C1328,Smart Watch,Electronics,North,1,152.84
ORD-20260913-0062,2026-09-13,C1877,Desk Lamp,Office,South,2,26.71
ORD-20260913-0063,2026-09-13,C1476,Green Tea Pack,Grocery,North,1,9.12
ORD-20260913-0064,2026-09-13,C1544,USB-C Charger,Electronics,West,1,18.78
