order_id,order_date,customer_id,product,category,region,quantity,unit_price
ORD-20260827-0001,2026-08-27,C1010,Green Tea Pack,Grocery,North,2,9.36
ORD-20260827-0002,2026-08-27,C1863,Yoga Mat,Sports,West,1,23.31
ORD-20260827-0003,2026-08-27,C1362,Running Shoes,Sports,North,1,82.68
ORD-20260827-0004,2026-08-27,C1792,Smart Watch,Electronics,West,2,154.65
ORD-20260827-0005,2026-08-27,C1449,Ergonomic Chair,Office,South,3,222.89
ORD-20260827-0006,2026-08-27,C1430,Laptop Stand,Office,South,2,35.94
ORD-20260827-0007,2026-08-27,C1195,USB-C Charger,Electronics,South,4,19.44
ORD-20260827-0008,2026-08-27,C1073,Wireless Earbuds,Electronics,North,2,55.38
ORD-20260827-0009,2026-08-27,C1381,Yoga Mat,Sports,East,2,25.53
ORD-20260827-0010,2026-08-27,C1527,Running Shoes,Sports,East,2,90.16
ORD-20260827-0011,2026-08-27,C1479,Desk Lamp,Office,South,1,26.63
ORD-20260827-0012,2026-08-27,C1159,Green Tea Pack,Grocery,South,4,9.93
ORD-20260827-0013,2026-08-27,C1054,Water Bottle,Sports,North,1,15.18
ORD-20260827-0014,2026-08-27,C1332,Yoga Mat,Sports,South,1,25.64
ORD-20260827-0015,2026-08-27,C1643,Laptop Stand,Office,North,1,32.79
ORD-20260827-0016,2026-08-27,C1588,Green Tea Pack,Grocery,South,4,9.93
ORD-20260827-0017,2026-08-27,C1147,Ergonomic Chair,Office,West,4,205.35
ORD-20260827-0018,2026-08-27,C1237,Water Bottle,Sports,North,2,13.99
ORD-20260827-0019,2026-08-27,C1855,Running Shoes,Sports,North,3,84.9
ORD-20260827-0020,2026-08-27,C1118,Yoga Mat,Sports,North,3,25.17
ORD-20260827-0021,2026-08-27,C1261,Ergonomic Chair,Office,West,1,211.79
ORD-20260827-0022,2026-08-27,C1558,Running Shoes,Sports,North,4,81.57
ORD-20260827-0023,2026-08-27,C1926,Yoga Mat,Sports,East,1,23.9
ORD-20260827-0024,2026-08-27,C1639,Wireless Earbuds,Electronics,South,3,56.03
ORD-20260827-0025,2026-08-27,C1211,Ergonomic Chair,Office,South,1,199.11
ORD-20260827-0026,2026-08-27,C1376,Water Bottle,Sports,East,2,15.13
ORD-20260827-0027,2026-08-27,C1276,Smart Watch,Electronics,South,2,151.37
ORD-20260827-0028,2026-08-27,C1525,Green Tea Pack,Grocery,West,1,9.6
ORD-20260827-0029,2026-08-27,C1354,Smart Watch,Electronics,West,2,137.14
ORD-20260827-0030,2026-08-27,C1225,Smart Watch,Electronics,East,1,138.64
ORD-20260827-0031,2026-08-27,C1017,Smart Watch,Electronics,East,1,153.84
ORD-20260827-0032,2026-08-27,C1963,Smart Watch,Electronics,North,2,149.1
ORD-20260827-0033,2026-08-27,C1935,Yoga Mat,Sports,South,2,26.16
ORD-20260827-0034,2026-08-27,C1516,Coffee Beans 1kg,Grocery,North,1,17.18
ORD-20260827-0035,2026-08-27,C1179,Ergonomic Chair,Office,East,1,208.53
ORD-20260827-0036,2026-08-27,C1346,Water Bottle,Sports,West,4,14.94
ORD-20260827-0037,2026-08-27,C1425,Laptop Stand,Office,West,1,35.39
ORD-20260827-0038,2026-08-27,C1829,Laptop Stand,Office,West,2,31.38
ORD-20260827-0039,2026-08-27,C1316,Smart Watch,Electronics,North,1,146.61
ORD-20260827-0040,2026-08-27,C1083,Laptop Stand,Office,North,2,32.13
ORD-20260827-0041,2026-08-27,C1852,Ergonomic Chair,Office,West,1,229.57
ORD-20260827-0042,2026-08-27,C1773,Ergonomic Chair,Office,East,1,216.64
ORD-20260827-0043,2026-08-27,C1211,Desk Lamp,Office,West,4,27.18
ORD-20260827-0044,2026-08-27,C1505,USB-C Charger,Electronics,South,1,19.93
ORD-20260827-0045,2026-08-27,C1673,Water Bottle,Sports,North,2,13.12
ORD-20260827-0046,2026-08-27,C1975,Wireless Earbuds,Electronics,East,1,58.32
ORD-20260827-0047,2026-08-27,C1665,Desk Lamp,Office,South,2,28.61
ORD-20260827-0048,2026-08-27,C1215,Water Bottle,Sports,South,1,13.09
ORD-20260827-0049,2026-08-27,C1824,Running Shoes,Sports,East,4,80.9
ORD-20260827-0050,2026-08-27,C1323,Running Shoes,Sports,West,1,91.48
ORD-20260827-0051,2026-08-27,C1585,Running Shoes,Sports,West,3,91.14
ORD-20260827-0052,2026-08-27,C1635,Coffee Beans 1kg,Grocery,South,1,19.16
ORD-20260827-0053,2026-08-27,C1960,Water Bottle,Sports,West,1,14.01
ORD-20260827-0054,2026-08-27,C1949,Water Bottle,Sports,West,2,13.71
ORD-20260827-0055,2026-08-27,C1130,Running Shoes,Sports,West,2,85.9
ORD-20260827-0056,2026-08-27,C1700,USB-C Charger,Electronics,East,1,18.45
ORD-20260827-0057,2026-08-27,C1762,USB-C Charger,Electronics,South,1,20.23
ORD-20260827-0058,2026-08-27,C1553,Laptop Stand,Office,West,1,32.35
ORD-20260827-0059,2026-08-27,C1786,Desk Lamp,Office,South,4,25.53
ORD-20260827-0060,2026-08-27,C1084,Ergonomic Chair,Office,South,1,207.08
ORD-20260827-0061,2026-08-27,C1451,Coffee Beans 1kg,Grocery,East,1,19.19
ORD-20260827-0062,2026-08-27,C1246,Green Tea Pack,Grocery,North,1,9.79
ORD-20260827-0063,2026-08-27,C1889,Running Shoes,Sports,North,1,86.69
ORD-20260827-0064,2026-08-27,C1598,Running Shoes,Sports,North,1,85.2
ORD-20260827-0065,2026-08-27,C1408,Wireless Earbuds,Electronics,South,4,57.79
ORD-20260827-0066,2026-08-27,C1600,Wireless Earbuds,Electronics,West,3,60.01
ORD-20260827-0067,2026-08-27,C1090,Ergonomic Chair,Office,North,1,217.62
ORD-20260827-0068,2026-08-27,C1416,Desk Lamp,Office,East,1,27.68
ORD-20260827-0069,2026-08-27,C1076,Smart Watch,Electronics,West,1,139.78
ORD-20260827-0070,2026-08-27,C1335,Coffee Beans 1kg,Grocery,West,2,16.93
ORD-20260827-0071,2026-08-27,C1761,Desk Lamp,Office,East,1,26.9
ORD-20260827-0072,2026-08-27,C1054,Ergonomic Chair,Office,North,1,227.4
ORD-20260827-0073,2026-08-27,C1255,Water Bottle,Sports,West,2,14.01
ORD-20260827-0074,2026-08-27,C1127,Desk Lamp,Office,South,1,26.93
ORD-20260827-0075,2026-08-27,C1182,Desk Lamp,Office,South,3,25.93
ORD-20260827-0076,2026-08-27,C1938,Green Tea Pack,Grocery,South,1,9.53
