order_id,order_date,customer_id,product,category,region,quantity,unit_price
ORD-20260922-0001,2026-09-22,C1475,Laptop Stand,Office,North,1,31.6
ORD-20260922-0002,2026-09-22,C1243,Desk Lamp,Office,North,2,26.14
ORD-20260922-0003,2026-09-22,C1595,Water Bottle,Sports,West,1,14.1
ORD-20260922-0004,2026-09-22,C1263,Coffee Beans 1kg,Grocery,South,1,19.26
ORD-20260922-0005,2026-09-22,C1512,Yoga Mat,Sports,East,1,25.4
ORD-20260922-0006,2026-09-22,C1288,Laptop Stand,Office,North,2,31.31
ORD-20260922-0007,2026-09-22,C1455,Green Tea Pack,Grocery,South,1,9.0
ORD-20260922-0008,2026-09-22,C1213,Water Bottle,Sports,West,1,14.0
ORD-20260922-0009,2026-09-22,C1942,Laptop Stand,Office,South,1,32.94
ORD-20260922-0010,2026-09-22,C1849,Wireless Earbuds,Electronics,West,2,57.34
ORD-20260922-0011,2026-09-22,C1509,USB-C Charger,Electronics,North,2,20.75
ORD-20260922-0012,2026-09-22,C1596,Running Shoes,Sports,East,1,86.34
ORD-20260922-0013,2026-09-22,C1275,Desk Lamp,Office,East,2,29.24
ORD-20260922-0014,2026-09-22,C1776,USB-C Charger,Electronics,North,2,20.52
ORD-20260922-0015,2026-09-22,C1639,Wireless Earbuds,Electronics,North,1,57.92
ORD-20260922-0016,2026-09-22,C1207,Yoga Mat,Sports,North,1,24.63
ORD-20260922-0017,2026-09-22,C1322,USB-C Charger,Electronics,West,1,18.18
ORD-20260922-0018,2026-09-22,C1808,Running Shoes,Sports,East,2,89.81
ORD-20260922-0019,2026-09-22,C1850,Laptop Stand,Office,West,1,35.2
ORD-20260922-0020,2026-09-22,C1298,Desk Lamp,Office,East,2,26.44
ORD-20260922-0021,2026-09-22,C1789,Coffee Beans 1kg,Grocery,West,1,19.08
ORD-20260922-0022,2026-09-22,C1842,Desk Lamp,Office,South,1,26.22
ORD-20260922-0023,2026-09-22,C1117,Laptop Stand,Office,North,1,32.27
ORD-20260922-0024,2026-09-22,C1561,Smart Watch,Electronics,West,4,145.12
ORD-20260922-0025,2026-09-22,C1794,Coffee Beans 1kg,Grocery,South,2,18.36
ORD-20260922-0026,2026-09-22,C1245,Running Shoes,Sports,East,1,80.88
ORD-20260922-0027,2026-09-22,C1263,Wireless Earbuds,Electronics,South,1,59.37
ORD-20260922-0028,2026-09-22,C1263,Ergonomic Chair,Office,North,1,222.99
ORD-20260922-0029,2026-09-22,C1917,Smart Watch,Electronics,West,3,138.33
ORD-20260922-0030,2026-09-22,C1824,Water Bottle,Sports,North,1,13.29
ORD-20260922-0031,2026-09-22,C1668,Ergonomic Chair,Office,South,3,218.9
ORD-20260922-0032,2026-09-22,C1659,Water Bottle,Sports,South,2,13.62
ORD-20260922-0033,2026-09-22,C1824,USB-C Charger,Electronics,West,2,19.57
ORD-20260922-0034,2026-09-22,C1518,Wireless Earbuds,Electronics,South,1,56.52
ORD-20260922-0035,2026-09-22,C1962,Coffee Beans 1kg,Grocery,West,3,17.76
ORD-20260922-0036,2026-09-22,C1795,Wireless Earbuds,Electronics,West,1,60.28
ORD-20260922-0037,2026-09-22,C1797,Laptop Stand,Office,North,3,32.09
ORD-20260922-0038,2026-09-22,C1015,Wireless Earbuds,Electronics,West,4,58.28
ORD-20260922-0039,2026-09-22,C1907,Wireless Earbuds,Electronics,West,1,54.21
ORD-20260922-0040,2026-09-22,C1236,Wireless Earbuds,Electronics,West,3,61.94
ORD-20260922-0041,2026-09-22,C1496,Running Shoes,Sports,North,1,89.34
ORD-20260922-0042,2026-09-22,C1064,Wireless Earbuds,Electronics,North,1,59.75
ORD-20260922-0043,2026-09-22,C1934,Wireless Earbuds,Electronics,East,1,62.51
ORD-20260922-0044,2026-09-22,C1323,USB-C Charger,Electronics,North,1,19.27
ORD-20260922-0045,2026-09-22,C1952,Coffee Beans 1kg,Grocery,East,1,18.67
ORD-20260922-0046,2026-09-22,C1686,Yoga Mat,Sports,North,4,25.92
ORD-20260922-0047,2026-09-22,C1148,Running Shoes,Sports,East,1,91.55
ORD-20260922-0048,2026-09-22,C1728,Wireless Earbuds,Electronics,West,1,59.94
ORD-20260922-0049,2026-09-22,C1809,Ergonomic Chair,Office,North,3,206.46
