order_id,order_date,customer_id,product,category,region,quantity,unit_price
ORD-20260902-0001,2026-09-02,C1269,Wireless Earbuds,Electronics,North,2,56.45
ORD-20260902-0002,2026-09-02,C1399,Yoga Mat,Sports,North,3,24.08
ORD-20260902-0003,2026-09-02,C1547,Wireless Earbuds,Electronics,West,2,56.12
ORD-20260902-0004,2026-09-02,C1127,Laptop Stand,Office,West,2,32.07
ORD-20260902-0005,2026-09-02,C1814,Green Tea Pack,Grocery,East,2,9.71
ORD-20260902-0006,2026-09-02,C1946,Water Bottle,Sports,North,1,13.46
ORD-20260902-0007,2026-09-02,C1594,Laptop Stand,Office,North,2,33.17
ORD-20260902-0008,2026-09-02,C1404,Wireless Earbuds,Electronics,South,1,59.6
ORD-20260902-0009,2026-09-02,C1246,Laptop Stand,Office,North,1,34.57
ORD-20260902-0010,2026-09-02,C1368,Yoga Mat,Sports,East,1,25.41
ORD-20260902-0011,2026-09-02,C1320,Running Shoes,Sports,West,2,93.3
ORD-20260902-0012,2026-09-02,C1684,Coffee Beans 1kg,Grocery,West,1,18.56
ORD-20260902-0013,2026-09-02,C1466,Water Bottle,Sports,South,1,14.49
ORD-20260902-0014,2026-09-02,C1893,Desk Lamp,Office,East,3,27.74
ORD-20260902-0015,2026-09-02,C1234,Running Shoes,Sports,North,2,85.61
ORD-20260902-0016,2026-09-02,C1990,USB-C Charger,Electronics,West,1,18.61
ORD-20260902-0017,2026-09-02,C1599,Yoga Mat,Sports,South,1,24.13
ORD-20260902-0018,2026-09-02,C1970,Coffee Beans 1kg,Grocery,North,1,19.15
ORD-20260902-0019,2026-09-02,C1171,Wireless Earbuds,Electronics,South,1,57.91
ORD-20260902-0020,2026-09-02,C1619,Wireless Earbuds,Electronics,East,1,61.68
ORD-20260902-0021,2026-09-02,C1444,Ergonomic Chair,Office,West,2,199.42
ORD-20260902-0022,2026-09-02,C1742,Smart Watch,Electronics,North,3,138.97
ORD-20260902-0023,2026-09-02,C1736,Green Tea Pack,Grocery,North,1,10.0
ORD-20260902-0024,2026-09-02,C1505,Smart Watch,Electronics,West,1,152.67
ORD-20260902-0025,2026-09-02,C1631,Green Tea Pack,Grocery,North,2,9.65
ORD-20260902-0026,2026-09-02,C1682,Running Shoes,Sports,North,1,88.23
ORD-20260902-0027,2026-09-02,C1366,Running Shoes,Sports,West,1,84.5
ORD-20260902-0028,2026-09-02,C1782,Coffee Beans 1kg,Grocery,West,2,18.89
ORD-20260902-0029,2026-09-02,C1823,Ergonomic Chair,Office,North,1,202.64
ORD-20260902-0030,2026-09-02,C1744,Water Bottle,Sports,East,1,14.9
ORD-20260902-0031,2026-09-02,C1499,Ergonomic Chair,Office,West,2,202.33
ORD-20260902-0032,2026-09-02,C1556,Water Bottle,Sports,North,1,14.95
ORD-20260902-0033,2026-09-02,C1903,Laptop Stand,Office,North,1,31.51
ORD-20260902-0034,2026-09-02,C1670,Water Bottle,Sports,West,2,15.1
ORD-20260902-0035,2026-09-02,C1255,USB-C Charger,Electronics,North,1,19.8
ORD-20260902-0036,2026-09-02,C1548,Ergonomic Chair,Office,North,1,220.12
ORD-20260902-0037,2026-09-02,C1158,Ergonomic Chair,Office,North,1,226.64
ORD-20260902-0038,2026-09-02,C1285,Yoga Mat,Sports,West,1,24.07
ORD-20260902-0039,2026-09-02,C1867,Coffee Beans 1kg,Grocery,North,2,17.77
ORD-20260902-0040,2026-09-02,C1082,Wireless Earbuds,Electronics,West,1,58.62
ORD-20260902-0041,2026-09-02,C1211,Smart Watch,Electronics,North,1,142.36
ORD-20260902-0042,2026-09-02,C1921,Yoga Mat,Sports,East,2,25.79
ORD-20260902-0043,2026-09-02,C1314,Laptop Stand,Office,North,1,32.15
ORD-20260902-0044,2026-09-02,C1557,Yoga Mat,Sports,East,1,25.77
ORD-20260902-0045,2026-09-02,C1322,USB-C Charger,Electronics,West,2,18.51
ORD-20260902-0046,2026-09-02,C1185,Desk Lamp,Office,West,1,27.17
ORD-20260902-0047,2026-09-02,C1965,Laptop Stand,Office,North,1,31.72
ORD-20260902-0048,2026-09-02,C1318,Green Tea Pack,Grocery,South,1,10.4
ORD-20260902-0049,2026-09-02,C1902,Smart Watch,Electronics,North,2,151.5
ORD-20260902-0050,2026-09-02,C1166,Running Shoes,Sports,North,1,91.02
ORD-20260902-0051,2026-09-02,C1450,Coffee Beans 1kg,Grocery,South,1,19.48
ORD-20260902-0052,2026-09-02,C1284,USB-C Charger,Electronics,East,1,20.84
ORD-20260902-0053,2026-09-02,C1360,Ergonomic Chair,Office,North,2,214.9
ORD-20260902-0054,2026-09-02,C1542,Laptop Stand,Office,East,1,32.56
ORD-20260902-0055,2026-09-02,C1232,Desk Lamp,Office,West,1,27.01
ORD-20260902-0056,2026-09-02,C1601,Smart Watch,Electronics,West,1,146.84
ORD-20260902-0057,2026-09-02,C1903,Ergonomic Chair,Office,North,3,215.8
ORD-20260902-0058,2026-09-02,C1407,Desk Lamp,Office,North,1,27.07
ORD-20260902-0059,2026-09-02,C1017,Yoga Mat,Sports,West,1,24.76
ORD-20260902-0060,2026-09-02,C1303,Running Shoes,Sports,South,1,80.94
ORD-20260902-0061,2026-09-02,C1923,Green Tea Pack,Grocery,North,1,9.25
ORD-20260902-0062,2026-09-02,C1345,Yoga Mat,Sports,East,1,23.1
ORD-20260902-0063,2026-09-02,C1263,USB-C Charger,Electronics,North,1,18.4
