order_id,order_date,customer_id,product,category,region,quantity,unit_price
ORD-20260920-0001,2026-09-20,C1760,Laptop Stand,Office,South,1,33.7
ORD-20260920-0002,2026-09-20,C1131,Water Bottle,Sports,North,1,15.14
ORD-20260920-0003,2026-09-20,C1024,USB-C Charger,Electronics,South,1,20.65
ORD-20260920-0004,2026-09-20,C1873,Running Shoes,Sports,West,1,90.67
ORD-20260920-0005,2026-09-20,C1172,Wireless Earbuds,Electronics,North,1,58.1
ORD-20260920-0006,2026-09-20,C1668,Desk Lamp,Office,South,2,28.4
ORD-20260920-0007,2026-09-20,C1650,Laptop Stand,Office,South,1,35.31
ORD-20260920-0008,2026-09-20,C1868,Running Shoes,Sports,East,4,84.68
ORD-20260920-0009,2026-09-20,C1849,Laptop Stand,Office,North,1,31.56
ORD-20260920-0010,2026-09-20,C1477,Smart Watch,Electronics,North,1,147.22
ORD-20260920-0011,2026-09-20,C1193,Wireless Earbuds,Electronics,East,1,58.2
ORD-20260920-0012,2026-09-20,C1661,Green Tea Pack,Grocery,South,3,9.41
ORD-20260920-0013,2026-09-20,C1945,Ergonomic Chair,Office,West,1,215.89
ORD-20260920-0014,2026-09-20,C1431,Water Bottle,Sports,South,1,14.84
ORD-20260920-0015,2026-09-20,C1805,USB-C Charger,Electronics,South,1,20.04
ORD-20260920-0016,2026-09-20,C1155,Ergonomic Chair,Office,North,1,216.8
ORD-20260920-0017,2026-09-20,C1009,Water Bottle,Sports,East,1,14.93
ORD-20260920-0018,2026-09-20,C1409,Yoga Mat,Sports,West,1,25.17
ORD-20260920-0019,2026-09-20,C1002,Green Tea Pack,Grocery,North,3,9.37
ORD-20260920-0020,2026-09-20,C1132,Desk Lamp,Office,East,1,28.26
ORD-20260920-0021,2026-09-20,C1188,Running Shoes,Sports,East,2,88.28
ORD-20260920-0022,2026-09-20,C1343,Laptop Stand,Office,South,2,34.06
ORD-20260920-0023,2026-09-20,C1511,Smart Watch,Electronics,East,1,146.49
ORD-20260920-0024,2026-09-20,C1486,Yoga Mat,Sports,North,1,25.46
ORD-20260920-0025,2026-09-20,C1292,Desk Lamp,Office,East,4,29.14
ORD-20260920-0026,2026-09-20,C1808,Smart Watch,Electronics,North,1,135.42
ORD-20260920-0027,2026-09-20,C1698,Ergonomic Chair,Office,East,3,210.99
ORD-20260920-0028,2026-09-20,C1916,Desk Lamp,Office,North,3,25.3
ORD-20260920-0029,2026-09-20,C1074,Laptop Stand,Office,North,2,34.05
ORD-20260920-0030,2026-09-20,C1722,Water Bottle,Sports,East,4,13.58
ORD-20260920-0031,2026-09-20,C1338,Laptop Stand,Office,North,3,32.21
ORD-20260920-0032,2026-09-20,C1565,Ergonomic Chair,Office,East,2,225.18
ORD-20260920-0033,2026-09-20,C1495,Green Tea Pack,Grocery,North,1,9.1
ORD-20260920-0034,2026-09-20,C1941,Coffee Beans 1kg,Grocery,West,2,18.76
ORD-20260920-0035,2026-09-20,C1011,Wireless Earbuds,Electronics,East,1,59.2
ORD-20260920-0036,2026-09-20,C1629,Green Tea Pack,Grocery,North,1,10.04
ORD-20260920-0037,2026-09-20,C1740,Ergonomic Chair,Office,South,1,212.0
ORD-20260920-0038,2026-09-20,C1367,Smart Watch,Electronics,South,2,154.54
ORD-20260920-0039,2026-09-20,C1274,Water Bottle,Sports,East,1,15.08
ORD-20260920-0040,2026-09-20,C1753,Green Tea Pack,Grocery,South,1,9.36
ORD-20260920-0041,2026-09-20,C1251,Running Shoes,Sports,South,1,82.98
ORD-20260920-0042,2026-09-20,C1346,Water Bottle,Sports,East,1,14.41
ORD-20260920-0043,2026-09-20,C1665,Laptop Stand,Office,East,1,33.28
ORD-20260920-0044,2026-09-20,C1619,Yoga Mat,Sports,East,3,24.87
ORD-20260920-0045,2026-09-20,C1984,Ergonomic Chair,Office,West,2,214.03
ORD-20260920-0046,2026-09-20,C1682,Wireless Earbuds,Electronics,North,1,57.41
ORD-20260920-0047,2026-09-20,C1461,Smart Watch,Electronics,East,1,144.46
ORD-20260920-0048,2026-09-20,C1353,Water Bottle,Sports,South,3,14.33
ORD-20260920-0049,2026-09-20,C1453,Smart Watch,Electronics,West,1,147.23
ORD-20260920-0050,2026-09-20,C1213,Water Bottle,Sports,West,1,13.76
ORD-20260920-0051,2026-09-20,C1487,Desk Lamp,Office,East,2,26.73
ORD-20260920-0052,2026-09-20,C1587,Coffee Beans 1kg,Grocery,South,1,17.1
ORD-20260920-0053,2026-09-20,C1046,Running Shoes,Sports,South,2,93.32
ORD-20260920-0054,2026-09-20,C1889,Ergonomic Chair,Office,East,1,215.74
ORD-20260920-0055,2026-09-20,C1845,Smart Watch,Electronics,North,1,135.98
ORD-20260920-0056,2026-09-20,C1275,Laptop Stand,Office,West,1,33.22
ORD-20260920-0057,2026-09-20,C1162,Smart Watch,Electronics,West,3,136.42
ORD-20260920-0058,2026-09-20,C1812,Green Tea Pack,Grocery,South,3,9.46
ORD-20260920-0059,2026-09-20,C1967,Green Tea Pack,Grocery,North,3,9.53
ORD-20260920-0060,2026-09-20,C1890,Coffee Beans 1kg,Grocery,West,2,17.5
ORD-20260920-0061,2026-09-20,C1257,Wireless Earbuds,Electronics,North,2,60.36
ORD-20260920-0062,2026-09-20,C1054,Coffee Beans 1kg,Grocery,South,1,18.95
ORD-20260920-0063,2026-09-20,C1537,USB-C Charger,Electronics,East,1,20.24
ORD-20260920-0064,2026-09-20,C1690,Smart Watch,Electronics,East,1,145.23
ORD-20260920-0065,2026-09-20,C1886,Yoga Mat,Sports,East,1,25.41
ORD-20260920-0066,2026-09-20,C1609,USB-C Charger,Electronics,West,1,19.77
ORD-20260920-0067,2026-09-20,C1159,Running Shoes,Sports,West,1,86.81
ORD-20260920-0068,2026-09-20,C1467,Green Tea Pack,Grocery,East,2,9.06
ORD-20260920-0069,2026-09-20,C1841,Green Tea Pack,Grocery,North,4,9.74
ORD-20260920-0070,2026-09-20,C1019,Smart Watch,Electronics,East,1,143.34
ORD-20260920-0071,2026-09-20,C1908,Ergonomic Chair,Office,North,1,207.26
