order_id,order_date,customer_id,product,category,region,quantity,unit_price
ORD-20260917-0001,2026-09-17,C1211,Laptop Stand,Office,West,2,34.34
ORD-20260917-0002,2026-09-17,C1360,USB-C Charger,Electronics,West,3,20.08
ORD-20260917-0003,2026-09-17,C1866,Wireless Earbuds,Electronics,North,1,55.62
ORD-20260917-0004,2026-09-17,C1536,USB-C Charger,Electronics,West,1,19.29
ORD-20260917-0005,2026-09-17,C1567,Running Shoes,Sports,North,1,80.2
ORD-20260917-0006,2026-09-17,C1172,Ergonomic Chair,Office,West,2,220.26
ORD-20260917-0007,2026-09-17,C1042,Laptop Stand,Office,East,2,34.66
ORD-20260917-0008,2026-09-17,C1483,Desk Lamp,Office,East,1,28.96
ORD-20260917-0009,2026-09-17,C1204,Smart Watch,Electronics,West,3,156.23
ORD-20260917-0010,2026-09-17,C1230,Desk Lamp,Office,West,2,28.76
ORD-20260917-0011,2026-09-17,C1182,USB-C Charger,Electronics,East,2,19.81
ORD-20260917-0012,2026-09-17,C1575,USB-C Charger,Electronics,West,1,19.25
ORD-20260917-0013,2026-09-17,C1700,Desk Lamp,Office,South,1,25.78
ORD-20260917-0014,2026-09-17,C1678,Water Bottle,Sports,North,2,14.51
ORD-20260917-0015,2026-09-17,C1055,Wireless Earbuds,Electronics,West,1,61.27
ORD-20260917-0016,2026-09-17,C1844,Green Tea Pack,Grocery,West,2,9.73
ORD-20260917-0017,2026-09-17,C1304,Ergonomic Chair,Office,South,2,203.44
ORD-20260917-0018,2026-09-17,C1384,Yoga Mat,Sports,South,1,25.48
ORD-20260917-0019,2026-09-17,C1560,Smart Watch,Electronics,West,1,140.89
ORD-20260917-0020,2026-09-17,C1144,Green Tea Pack,Grocery,South,1,9.15
ORD-20260917-0021,2026-09-17,C1529,Laptop Stand,Office,East,1,35.17
ORD-20260917-0022,2026-09-17,C1813,Ergonomic Chair,Office,North,1,221.73
ORD-20260917-0023,2026-09-17,C1287,Desk Lamp,Office,South,1,26.82
ORD-20260917-0024,2026-09-17,C1135,Wireless Earbuds,Electronics,South,2,54.12
ORD-20260917-0025,2026-09-17,C1475,Desk Lamp,Office,West,1,25.3
ORD-20260917-0026,2026-09-17,C1478,Running Shoes,Sports,North,1,90.62
ORD-20260917-0027,2026-09-17,C1701,Desk Lamp,Office,North,4,27.38
ORD-20260917-0028,2026-09-17,C1919,Green Tea Pack,Grocery,South,1,9.62
ORD-20260917-0029,2026-09-17,C1130,Smart Watch,Electronics,East,1,153.18
ORD-20260917-0030,2026-09-17,C1320,Wireless Earbuds,Electronics,South,1,57.35
ORD-20260917-0031,2026-09-17,C1854,USB-C Charger,Electronics,East,1,18.95
ORD-20260917-0032,2026-09-17,C1504,Coffee Beans 1kg,Grocery,East,1,17.6
ORD-20260917-0033,2026-09-17,C1631,Running Shoes,Sports,North,1,83.28
ORD-20260917-0034,2026-09-17,C1240,Running Shoes,Sports,South,1,91.16
ORD-20260917-0035,2026-09-17,C1560,Wireless Earbuds,Electronics,North,1,57.99
ORD-20260917-0036,2026-09-17,C1183,Water Bottle,Sports,North,1,14.25
ORD-20260917-0037,2026-09-17,C1956,Water Bottle,Sports,South,1,13.76
ORD-20260917-0038,2026-09-17,C1628,Wireless Earbuds,Electronics,North,1,54.59
ORD-20260917-0039,2026-09-17,C1103,USB-C Charger,Electronics,West,1,20.11
ORD-20260917-0040,2026-09-17,C1941,Water Bottle,Sports,South,1,13.07
ORD-20260917-0041,2026-09-17,C1438,Desk Lamp,Office,East,1,28.45
ORD-20260917-0042,2026-09-17,C1645,Smart Watch,Electronics,East,1,142.38
ORD-20260917-0043,2026-09-17,C1011,Water Bottle,Sports,East,1,13.25
ORD-20260917-0044,2026-09-17,C1758,Wireless Earbuds,Electronics,West,3,54.04
ORD-20260917-0045,2026-09-17,C1351,Running Shoes,Sports,West,1,85.78
ORD-20260917-0046,2026-09-17,C1674,Desk Lamp,Office,East,1,27.14
ORD-20260917-0047,2026-09-17,C1717,Smart Watch,Electronics,East,3,156.18
ORD-20260917-0048,2026-09-17,C1273,Desk Lamp,Office,North,3,25.99
ORD-20260917-0049,2026-09-17,C1145,Laptop Stand,Office,South,1,31.77
ORD-20260917-0050,2026-09-17,C1156,Smart Watch,Electronics,West,3,151.34
ORD-20260917-0051,2026-09-17,C1823,Laptop Stand,Office,West,1,36.19
ORD-20260917-0052,2026-09-17,C1372,Desk Lamp,Office,North,2,25.88
ORD-20260917-0053,2026-09-17,C1306,Laptop Stand,Office,South,3,33.65
ORD-20260917-0054,2026-09-17,C1524,Running Shoes,Sports,North,1,82.36
ORD-20260917-0055,2026-09-17,C1970,USB-C Charger,Electronics,East,1,20.02
ORD-20260917-0056,2026-09-17,C1881,USB-C Charger,Electronics,East,2,18.82
ORD-20260917-0057,2026-09-17,C1419,Yoga Mat,Sports,East,3,24.66
ORD-20260917-0058,2026-09-17,C1456,Wireless Earbuds,Electronics,West,1,58.85
ORD-20260917-0059,2026-09-17,C1939,Water Bottle,Sports,South,1,15.05
ORD-20260917-0060,2026-09-17,C1970,Desk Lamp,Office,North,2,29.12
ORD-20260917-0061,2026-09-17,C1654,Water Bottle,Sports,South,1,14.39
ORD-20260917-0062,2026-09-17,C1509,USB-C Charger,Electronics,West,3,20.08
ORD-20260917-0063,2026-09-17,C1586,Running Shoes,Sports,West,3,86.08
ORD-20260917-0064,2026-09-17,C1983,USB-C Charger,Electronics,North,2,19.4
ORD-20260917-0065,2026-09-17,C1512,Coffee Beans 1kg,Grocery,South,2,17.58
ORD-20260917-0066,2026-09-17,C1362,Coffee Beans 1kg,Grocery,West,1,18.32
ORD-20260917-0067,2026-09-17,C1789,Smart Watch,Electronics,East,1,143.8
