order_id,order_date,customer_id,product,category,region,quantity,unit_price
ORD-20260828-0001,2026-08-28,C1056,Laptop Stand,Office,South,3,34.7
ORD-20260828-0002,2026-08-28,C1286,Coffee Beans 1kg,Grocery,North,1,17.55
ORD-20260828-0003,2026-08-28,C1264,Smart Watch,Electronics,East,1,144.59
ORD-20260828-0004,2026-08-28,C1121,Desk Lamp,Office,South,1,28.05
ORD-20260828-0005,2026-08-28,C1719,Running Shoes,Sports,North,1,88.94
ORD-20260828-0006,2026-08-28,C1234,Desk Lamp,Office,West,1,28.57
ORD-20260828-0007,2026-08-28,C1010,Wireless Earbuds,Electronics,West,1,59.83
ORD-20260828-0008,2026-08-28,C1084,Running Shoes,Sports,West,1,88.05
ORD-20260828-0009,2026-08-28,C1328,Running Shoes,Sports,North,1,82.72
ORD-20260828-0010,2026-08-28,C1518,Water Bottle,Sports,East,4,14.31
ORD-20260828-0011,2026-08-28,C1021,Water Bottle,Sports,West,1,14.19
ORD-20260828-0012,2026-08-28,C1574,USB-C Charger,Electronics,South,2,19.68
ORD-20260828-0013,2026-08-28,C1241,Coffee Beans 1kg,Grocery,West,4,18.67
ORD-20260828-0014,2026-08-28,C1870,Wireless Earbuds,Electronics,South,1,54.2
ORD-20260828-0015,2026-08-28,C1478,Green Tea Pack,Grocery,South,4,9.97
ORD-20260828-0016,2026-08-28,C1735,USB-C Charger,Electronics,East,3,19.24
ORD-20260828-0017,2026-08-28,C1410,Desk Lamp,Office,East,1,26.15
ORD-20260828-0018,2026-08-28,C1429,Yoga Mat,Sports,East,2,25.95
ORD-20260828-0019,2026-08-28,C1803,Running Shoes,Sports,East,2,91.19
ORD-20260828-0020,2026-08-28,C1665,Ergonomic Chair,Office,North,3,227.73
ORD-20260828-0021,2026-08-28,C1862,Smart Watch,Electronics,North,3,155.18
ORD-20260828-0022,2026-08-28,C1947,Desk Lamp,Office,West,3,28.7
ORD-20260828-0023,2026-08-28,C1244,Coffee Beans 1kg,Grocery,East,1,19.19
ORD-20260828-0024,2026-08-28,C1352,Desk Lamp,Office,South,2,25.53
ORD-20260828-0025,2026-08-28,C1726,Green Tea Pack,Grocery,West,1,9.23
ORD-20260828-0026,2026-08-28,C1253,Ergonomic Chair,Office,West,1,224.93
ORD-20260828-0027,2026-08-28,C1302,Wireless Earbuds,Electronics,West,1,55.31
ORD-20260828-0028,2026-08-28,C1646,Yoga Mat,Sports,South,2,23.15
ORD-20260828-0029,2026-08-28,C1268,Smart Watch,Electronics,South,1,149.47
ORD-20260828-0030,2026-08-28,C1666,Desk Lamp,Office,West,1,28.49
ORD-20260828-0031,2026-08-28,C1839,Laptop Stand,Office,South,1,31.6
ORD-20260828-0032,2026-08-28,C1809,Smart Watch,Electronics,East,1,144.43
ORD-20260828-0033,2026-08-28,C1813,Running Shoes,Sports,South,1,84.22
ORD-20260828-0034,2026-08-28,C1888,Green Tea Pack,Grocery,North,1,9.57
ORD-20260828-0035,2026-08-28,C1331,Wireless Earbuds,Electronics,North,1,54.41
ORD-20260828-0036,2026-08-28,C1884,Laptop Stand,Office,South,1,34.21
ORD-20260828-0037,2026-08-28,C1553,Ergonomic Chair,Office,West,3,220.14
ORD-20260828-0038,2026-08-28,C1417,Laptop Stand,Office,West,2,35.41
ORD-20260828-0039,2026-08-28,C1410,Wireless Earbuds,Electronics,South,1,62.64
ORD-20260828-0040,2026-08-28,C1578,Water Bottle,Sports,North,2,14.14
ORD-20260828-0041,2026-08-28,C1476,Desk Lamp,Office,West,1,27.39
ORD-20260828-0042,2026-08-28,C1623,Wireless Earbuds,Electronics,North,1,56.23
ORD-20260828-0043,2026-08-28,C1902,Water Bottle,Sports,South,1,14.22
ORD-20260828-0044,2026-08-28,C1959,Laptop Stand,Office,North,2,33.0
ORD-20260828-0045,2026-08-28,C1996,Water Bottle,Sports,South,1,13.74
ORD-20260828-0046,2026-08-28,C1178,Wireless Earbuds,Electronics,West,1,56.04
ORD-20260828-0047,2026-08-28,C1472,Running Shoes,Sports,North,1,84.93
