order_id,order_date,customer_id,product,category,region,quantity,unit_price
ORD-20260911-0001,2026-09-11,C1927,Desk Lamp,Office,South,1,27.38
ORD-20260911-0002,2026-09-11,C1693,Ergonomic Chair,Office,South,1,201.37
ORD-20260911-0003,2026-09-11,C1959,Wireless Earbuds,Electronics,North,2,55.93
ORD-20260911-0004,2026-09-11,C1720,Ergonomic Chair,Office,East,1,202.64
ORD-20260911-0005,2026-09-11,C1093,Ergonomic Chair,Office,South,2,222.97
ORD-20260911-0006,2026-09-11,C1780,Wireless Earbuds,Electronics,South,1,58.33
ORD-20260911-0007,2026-09-11,C1129,Green Tea Pack,Grocery,North,1,10.42
ORD-20260911-0008,2026-09-11,C1634,Green Tea Pack,Grocery,South,3,10.04
ORD-20260911-0009,2026-09-11,C1683,USB-C Charger,Electronics,North,1,20.02
ORD-20260911-0010,2026-09-11,C1166,Yoga Mat,Sports,North,1,23.58
ORD-20260911-0011,2026-09-11,C1702,Water Bottle,Sports,South,1,14.79
ORD-20260911-0012,2026-09-11,C1274,Smart Watch,Electronics,East,3,137.34
ORD-20260911-0013,2026-09-11,C1938,Yoga Mat,Sports,East,1,25.45
ORD-20260911-0014,2026-09-11,C1691,Desk Lamp,Office,South,1,28.07
ORD-20260911-0015,2026-09-11,C1647,Desk Lamp,Office,East,2,29.05
ORD-20260911-0016,2026-09-11,C1760,Smart Watch,Electronics,East,2,154.1
ORD-20260911-0017,2026-09-11,C1147,Smart Watch,Electronics,East,4,150.26
ORD-20260911-0018,2026-09-11,C1635,Green Tea Pack,Grocery,West,1,9.12
ORD-20260911-0019,2026-09-11,C1224,Smart Watch,Electronics,North,1,141.04
ORD-20260911-0020,2026-09-11,C1468,Coffee Beans 1kg,Grocery,East,1,19.49
ORD-20260911-0021,2026-09-11,C1837,Running Shoes,Sports,East,4,82.03
ORD-20260911-0022,2026-09-11,C1424,USB-C Charger,Electronics,West,2,20.04
ORD-20260911-0023,2026-09-11,C1932,Desk Lamp,Office,East,2,28.97
ORD-20260911-0024,2026-09-11,C1333,Water Bottle,Sports,South,1,14.29
