order_id,order_date,customer_id,product,category,region,quantity,unit_price
ORD-20260831-0001,2026-08-31,C1785,Yoga Mat,Sports,North,1,22.5
ORD-20260831-0002,2026-08-31,C1877,Ergonomic Chair,Office,West,1,223.09
ORD-20260831-0003,2026-08-31,C1221,Running Shoes,Sports,North,1,90.91
ORD-20260831-0004,2026-08-31,C1954,Smart Watch,Electronics,West,1,150.66
ORD-20260831-0005,2026-08-31,C1621,Ergonomic Chair,Office,West,1,206.51
ORD-20260831-0006,2026-08-31,C1455,Smart Watch,Electronics,West,2,151.15
ORD-20260831-0007,2026-08-31,C1885,Green Tea Pack,Grocery,West,1,9.02
ORD-20260831-0008,2026-08-31,C1503,Running Shoes,Sports,East,2,84.71
ORD-20260831-0009,2026-08-31,C1021,Yoga Mat,Sports,South,2,23.42
ORD-20260831-0010,2026-08-31,C1920,USB-C Charger,Electronics,East,1,18.32
ORD-20260831-0011,2026-08-31,C1980,Green Tea Pack,Grocery,West,2,9.82
ORD-20260831-0012,2026-08-31,C1490,Yoga Mat,Sports,South,2,25.77
ORD-20260831-0013,2026-08-31,C1094,Desk Lamp,Office,North,1,28.73
ORD-20260831-0014,2026-08-31,C1723,Smart Watch,Electronics,North,1,136.54
ORD-20260831-0015,2026-08-31,C1735,Smart Watch,Electronics,North,1,148.81
ORD-20260831-0016,2026-08-31,C1901,Water Bottle,Sports,South,4,14.5
ORD-20260831-0017,2026-08-31,C1176,Running Shoes,Sports,South,4,81.49
ORD-20260831-0018,2026-08-31,C1523,Coffee Beans 1kg,Grocery,East,2,17.03
ORD-20260831-0019,2026-08-31,C1414,Ergonomic Chair,Office,West,3,209.6
ORD-20260831-0020,2026-08-31,C1338,Green Tea Pack,Grocery,North,1,9.48
ORD-20260831-0021,2026-08-31,C1651,Wireless Earbuds,Electronics,South,2,56.75
ORD-20260831-0022,2026-08-31,C1576,Running Shoes,Sports,East,1,86.3
ORD-20260831-0023,2026-08-31,C1091,Wireless Earbuds,Electronics,West,1,57.96
ORD-20260831-0024,2026-08-31,C1222,Green Tea Pack,Grocery,North,2,10.0
ORD-20260831-0025,2026-08-31,C1636,Laptop Stand,Office,South,1,31.69
ORD-20260831-0026,2026-08-31,C1140,Desk Lamp,Office,North,1,29.17
ORD-20260831-0027,2026-08-31,C1201,Yoga Mat,Sports,East,3,24.11
ORD-20260831-0028,2026-08-31,C1151,Running Shoes,Sports,South,1,84.51
ORD-20260831-0029,2026-08-31,C1566,Smart Watch,Electronics,North,2,150.41
ORD-20260831-0030,2026-08-31,C1817,Ergonomic Chair,Office,West,1,226.99
ORD-20260831-0031,2026-08-31,C1643,Laptop Stand,Office,West,2,35.95
