order_id,order_date,customer_id,product,category,region,quantity,unit_price
ORD-20260914-0001,2026-09-14,C1626,Ergonomic Chair,Office,South,2,226.85
ORD-20260914-0002,2026-09-14,C1488,Coffee Beans 1kg,Grocery,South,1,17.33
ORD-20260914-0003,2026-09-14,C1460,Desk Lamp,Office,North,1,28.7
ORD-20260914-0004,2026-09-14,C1524,Smart Watch,Electronics,North,1,147.67
ORD-20260914-0005,2026-09-14,C1047,Laptop Stand,Office,North,1,35.62
ORD-20260914-0006,2026-09-14,C1781,Ergonomic Chair,Office,North,3,221.91
ORD-20260914-0007,2026-09-14,C1738,Wireless Earbuds,Electronics,South,1,58.49
ORD-20260914-0008,2026-09-14,C1028,Wireless Earbuds,Electronics,North,1,59.71
ORD-20260914-0009,2026-09-14,C1060,Smart Watch,Electronics,East,2,149.08
ORD-20260914-0010,2026-09-14,C1437,Green Tea Pack,Grocery,South,1,9.1
ORD-20260914-0011,2026-09-14,C1018,Smart Watch,Electronics,East,1,148.04
ORD-20260914-0012,2026-09-14,C1585,Smart Watch,Electronics,North,4,152.48
ORD-20260914-0013,2026-09-14,C1720,Desk Lamp,Office,West,1,26.45
ORD-20260914-0014,2026-09-14,C1570,Water Bottle,Sports,West,2,14.66
ORD-20260914-0015,2026-09-14,C1039,Desk Lamp,Office,North,1,29.15
ORD-20260914-0016,2026-09-14,C1893,Laptop Stand,Office,West,1,32.94
ORD-20260914-0017,2026-09-14,C1417,Coffee Beans 1kg,Grocery,North,1,17.15
ORD-20260914-0018,2026-09-14,C1403,Coffee Beans 1kg,Grocery,South,2,17.64
ORD-20260914-0019,2026-09-14,C1228,Ergonomic Chair,Office,South,2,210.85
ORD-20260914-0020,2026-09-14,C1041,Yoga Mat,Sports,North,1,22.9
ORD-20260914-0021,2026-09-14,C1232,Yoga Mat,Sports,East,1,25.76
ORD-20260914-0022,2026-09-14,C1007,Laptop Stand,Office,West,1,33.6
ORD-20260914-0023,2026-09-14,C1170,Running Shoes,Sports,North,2,89.77
ORD-20260914-0024,2026-09-14,C1112,USB-C Charger,Electronics,South,1,20.97
ORD-20260914-0025,2026-09-14,C1043,Laptop Stand,Office,East,1,34.56
ORD-20260914-0026,2026-09-14,C1257,USB-C Charger,Electronics,North,2,20.65
ORD-20260914-0027,2026-09-14,C1396,Green Tea Pack,Grocery,North,3,9.2
ORD-20260914-0028,2026-09-14,C1452,Yoga Mat,Sports,East,1,26.09
ORD-20260914-0029,2026-09-14,C1177,Wireless Earbuds,Electronics,West,2,56.18
ORD-20260914-0030,2026-09-14,C1209,Running Shoes,Sports,South,1,93.4
ORD-20260914-0031,2026-09-14,C1349,Desk Lamp,Office,East,2,26.5
ORD-20260914-0032,2026-09-14,C1311,Smart Watch,Electronics,West,1,154.96
ORD-20260914-0033,2026-09-14,C1894,Smart Watch,Electronics,South,1,143.98
ORD-20260914-0034,2026-09-14,C1151,Ergonomic Chair,Office,North,1,197.84
ORD-20260914-0035,2026-09-14,C1639,USB-C Charger,Electronics,North,2,20.09
ORD-20260914-0036,2026-09-14,C1996,Desk Lamp,Office,East,1,27.25
ORD-20260914-0037,2026-09-14,C1852,Wireless Earbuds,Electronics,West,2,62.18
ORD-20260914-0038,2026-09-14,C1413,Desk Lamp,Office,North,2,27.38
ORD-20260914-0039,2026-09-14,C1009,Desk Lamp,Office,South,3,28.54
ORD-20260914-0040,2026-09-14,C1431,Laptop Stand,Office,East,1,35.07
ORD-20260914-0041,2026-09-14,C1280,Yoga Mat,Sports,South,2,24.96
ORD-20260914-0042,2026-09-14,C1201,Green Tea Pack,Grocery,East,1,9.13
ORD-20260914-0043,2026-09-14,C1577,Desk Lamp,Office,North,1,27.1
ORD-20260914-0044,2026-09-14,C1428,Desk Lamp,Office,North,4,26.86
ORD-20260914-0045,2026-09-14,C1671,Yoga Mat,Sports,East,3,26.04
ORD-20260914-0046,2026-09-14,C1449,Laptop Stand,Office,West,1,35.58
ORD-20260914-0047,2026-09-14,C1192,Ergonomic Chair,Office,South,1,220.22
ORD-20260914-0048,2026-09-14,C1625,Smart Watch,Electronics,West,2,142.72
