order_id,order_date,customer_id,product,category,region,quantity,unit_price
ORD-20260907-0001,2026-09-07,C1408,Laptop Stand,Office,East,1,32.98
ORD-20260907-0002,2026-09-07,C1821,Laptop Stand,Office,South,1,32.12
ORD-20260907-0003,2026-09-07,C1257,Desk Lamp,Office,North,1,28.5
ORD-20260907-0004,2026-09-07,C1241,Coffee Beans 1kg,Grocery,South,2,17.74
ORD-20260907-0005,2026-09-07,C1335,Water Bottle,Sports,South,3,14.08
ORD-20260907-0006,2026-09-07,C1327,Smart Watch,Electronics,West,1,144.49
ORD-20260907-0007,2026-09-07,C1427,Running Shoes,Sports,East,1,87.34
ORD-20260907-0008,2026-09-07,C1270,Ergonomic Chair,Office,South,1,210.12
ORD-20260907-0009,2026-09-07,C1438,Running Shoes,Sports,South,1,81.22
ORD-20260907-0010,2026-09-07,C1038,Ergonomic Chair,Office,East,1,212.18
ORD-20260907-0011,2026-09-07,C1574,USB-C Charger,Electronics,South,1,19.38
ORD-20260907-0012,2026-09-07,C1849,Ergonomic Chair,Office,East,2,207.99
ORD-20260907-0013,2026-09-07,C1483,Running Shoes,Sports,North,2,81.23
ORD-20260907-0014,2026-09-07,C1687,Coffee Beans 1kg,Grocery,North,1,18.24
ORD-20260907-0015,2026-09-07,C1570,Ergonomic Chair,Office,South,2,222.89
ORD-20260907-0016,2026-09-07,C1143,Yoga Mat,Sports,East,1,24.6
ORD-20260907-0017,2026-09-07,C1963,Running Shoes,Sports,South,2,84.75
ORD-20260907-0018,2026-09-07,C1808,Ergonomic Chair,Office,East,1,214.46
ORD-20260907-0019,2026-09-07,C1387,Wireless Earbuds,Electronics,South,2,56.5
ORD-20260907-0020,2026-09-07,C1533,Smart Watch,Electronics,North,1,134.6
ORD-20260907-0021,2026-09-07,C1491,Running Shoes,Sports,North,2,80.72
ORD-20260907-0022,2026-09-07,C1639,Smart Watch,Electronics,North,1,140.13
ORD-20260907-0023,2026-09-07,C1964,Ergonomic Chair,Office,South,1,197.98
ORD-20260907-0024,2026-09-07,C1155,Smart Watch,Electronics,West,1,135.77
ORD-20260907-0025,2026-09-07,C1529,Laptop Stand,Office,East,4,35.14
ORD-20260907-0026,2026-09-07,C1809,Wireless Earbuds,Electronics,West,1,60.17
ORD-20260907-0027,2026-09-07,C1587,Green Tea Pack,Grocery,East,1,10.42
ORD-20260907-0028,2026-09-07,C1998,Running Shoes,Sports,West,2,86.76
ORD-20260907-0029,2026-09-07,C1480,Green Tea Pack,Grocery,East,1,10.23
ORD-20260907-0030,2026-09-07,C1447,Coffee Beans 1kg,Grocery,North,2,16.94
ORD-20260907-0031,2026-09-07,C1876,Wireless Earbuds,Electronics,South,1,57.85
ORD-20260907-0032,2026-09-07,C1181,Desk Lamp,Office,North,2,28.7
ORD-20260907-0033,2026-09-07,C1931,Running Shoes,Sports,North,4,87.34
ORD-20260907-0034,2026-09-07,C1938,Yoga Mat,Sports,North,2,25.58
ORD-20260907-0035,2026-09-07,C1451,Yoga Mat,Sports,East,1,26.05
ORD-20260907-0036,2026-09-07,C1973,Water Bottle,Sports,West,1,13.44
ORD-20260907-0037,2026-09-07,C1619,Yoga Mat,Sports,West,3,25.61
ORD-20260907-0038,2026-09-07,C1036,Ergonomic Chair,Office,South,1,206.37
ORD-20260907-0039,2026-09-07,C1394,Laptop Stand,Office,West,1,34.34
ORD-20260907-0040,2026-09-07,C1668,Desk Lamp,Office,East,3,28.75
ORD-20260907-0041,2026-09-07,C1220,USB-C Charger,Electronics,West,2,18.57
ORD-20260907-0042,2026-09-07,C1287,Wireless Earbuds,Electronics,East,2,56.68
ORD-20260907-0043,2026-09-07,C1015,Coffee Beans 1kg,Grocery,West,1,18.71
ORD-20260907-0044,2026-09-07,C1316,Smart Watch,Electronics,North,2,143.55
ORD-20260907-0045,2026-09-07,C1116,Desk Lamp,Office,South,1,27.96
ORD-20260907-0046,2026-09-07,C1366,Ergonomic Chair,Office,North,1,206.2
ORD-20260907-0047,2026-09-07,C1103,Desk Lamp,Office,North,2,26.29
ORD-20260907-0048,2026-09-07,C1698,Coffee Beans 1kg,Grocery,West,1,18.38
ORD-20260907-0049,2026-09-07,C1753,Running Shoes,Sports,West,1,88.53
ORD-20260907-0050,2026-09-07,C1719,Running Shoes,Sports,South,1,86.43
ORD-20260907-0051,2026-09-07,C1774,Wireless Earbuds,Electronics,North,1,57.06
ORD-20260907-0052,2026-09-07,C1230,Yoga Mat,Sports,West,2,25.18
ORD-20260907-0053,2026-09-07,C1061,Green Tea Pack,Grocery,South,3,9.07
ORD-20260907-0054,2026-09-07,C1768,Desk Lamp,Office,West,1,27.45
ORD-20260907-0055,2026-09-07,C1428,Smart Watch,Electronics,West,3,148.8
ORD-20260907-0056,2026-09-07,C1238,Water Bottle,Sports,West,1,14.3
ORD-20260907-0057,2026-09-07,C1129,Desk Lamp,Office,South,1,29.15
ORD-20260907-0058,2026-09-07,C1464,Desk Lamp,Office,West,2,28.24
ORD-20260907-0059,2026-09-07,C1918,Running Shoes,Sports,West,1,84.0
ORD-20260907-0060,2026-09-07,C1276,Coffee Beans 1kg,Grocery,North,1,18.5
